appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Magimix (Blender),2013-11,1.6268,1.483,1.8677,6.2328,6.2328,6.2328
Appliance1,Magimix (Blender),2013-12,6.3102,5.4298,6.802,22.6802,22.6802,22.6802
Appliance1,Magimix (Blender),2014-01,2.8832,2.5746,3.2537,10.847199999999999,10.847199999999999,10.847199999999999
Appliance1,Magimix (Blender),2014-02,14.7545,13.6219,17.211399999999998,57.372,57.372,57.372
Appliance1,Magimix (Blender),2014-04,5.954,5.3084,6.5767,21.9224,21.9224,21.9224
Appliance1,Magimix (Blender),2014-05,5.8724,5.2976,6.7572,22.5232,22.5232,22.5232
Appliance1,Magimix (Blender),2014-06,2.9856,2.8215,3.3724,11.2416,11.2416,11.2416
Appliance1,Magimix (Blender),2014-07,0.0035,0.0031,0.0035,0.0116,0.0116,0.0116
Appliance1,Magimix (Blender),2014-08,0.003,0.0027,0.003,0.0102,0.0102,0.0102
Appliance1,Magimix (Blender),2014-09,0.0083,0.008199999999999999,0.0083,0.0275,0.0275,0.0275
Appliance1,Magimix (Blender),2014-10,0.0014,0.0014,0.0014,0.0049,0.0049,0.0049
Appliance1,Magimix (Blender),2014-11,0.0060999999999999995,0.0047,0.0060999999999999995,0.0206,0.0206,0.0206
Appliance1,Magimix (Blender),2014-12,0.007699999999999999,0.0063,0.007699999999999999,0.0261,0.0261,0.0261
Appliance1,Magimix (Blender),2015-01,0.0069,0.0056,0.0069,0.0224,0.0224,0.0224
Appliance1,Magimix (Blender),2015-02,0.0067,0.0060999999999999995,0.0067,0.0228,0.0228,0.0228
Appliance1,Magimix (Blender),2015-03,0.0051,0.0039,0.0051,0.0171,0.0171,0.0171
Appliance1,Magimix (Blender),2015-04,0.0026,0.0026,0.0026,0.0092,0.0092,0.0092
Appliance1,Magimix (Blender),2015-05,0.009899999999999999,0.0097,0.0104,0.0346,0.0346,0.0346
Appliance1,Magimix (Blender),2015-06,0.013300000000000001,0.0073,0.013600000000000001,0.0455,0.0455,0.0455
Appliance2,Freezer,2013-11,2.8475,2.5918,3.2579,10.8585,10.8585,10.8585
Appliance2,Freezer,2013-12,8.3651,7.6946,9.6952,32.3223,32.3223,32.3223
Appliance2,Freezer,2014-01,6.4818,5.974,7.5307,25.101,25.101,25.101
Appliance2,Freezer,2014-02,1.2724,1.1404,1.4316,4.7698,4.7698,4.7698
Appliance2,Freezer,2014-03,0.113,0.0979,0.113,0.3765,0.3765,0.3765
Appliance2,Freezer,2014-04,8.3237,7.7077,9.7003,32.3372,32.3372,32.3372
Appliance2,Freezer,2014-05,9.0338,8.3364,10.4751,34.92,34.92,34.92
Appliance2,Freezer,2014-06,9.1503,8.4755,10.6881,35.6328,35.6328,35.6328
Appliance2,Freezer,2014-11,0.1238,0.1238,0.1238,0.4125,0.4125,0.4125
